year,round,round_code,best of,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score
2002,First Round,1R,19,Graeme Dott,SCO,14,10,Robin Hull,FIN,u,6
2002,First Round,1R,19,Jimmy White,ENG,11,10,Dominic Dale,WAL,u,2
2002,First Round,1R,19,Matthew Stevens,WAL,6,10,Mike Dunn,ENG,u,6
2002,First Round,1R,19,Peter Ebdon,ENG,7,10,Michael Judge,IRL,u,4
2002,First Round,1R,19,Joe Perry,ENG,u,10,Joe Swail,NIR,10,6
2002,First Round,1R,19,Anthony Hamilton,ENG,u,10,Dave Harold,ENG,15,6
2002,First Round,1R,19,Mark Williams,WAL,2,10,John Parrott,ENG,u,7
2002,Last 16,L16,25,Ronnie O'Sullivan,ENG,1,13,Robert Milkins,ENG,u,2
2002,Last 16,L16,25,Stephen Lee,ENG,8,13,Quinten Hann,AUS,u,3
2002,Last 16,L16,25,Stephen Hendry,SCO,5,13,Anthony Davies,WAL,u,3
2002,Last 16,L16,25,Ken Doherty,IRL,4,13,Mark King,ENG,13,12
2002,Last 16,L16,25,John Higgins,SCO,3,13,Graeme Dott,SCO,14,2
2002,Last 16,L16,25,Matthew Stevens,WAL,6,13,Jimmy White,ENG,11,3
2002,Last 16,L16,25,Peter Ebdon,ENG,7,13,Joe Perry,ENG,u,7
2002,Last 16,L16,25,Anthony Hamilton,ENG,u,13,Mark Williams,WAL,2,9
2002,Quarter-Finals,QF,25,Ronnie O'Sullivan,ENG,1,13,Stephen Lee,ENG,8,10
2002,Quarter-Finals,QF,25,Stephen Hendry,SCO,5,13,Ken Doherty,IRL,4,12
2002,Quarter-Finals,QF,25,Matthew Stevens,WAL,6,13,John Higgins,SCO,3,7
2002,Quarter-Finals,QF,25,Peter Ebdon,ENG,7,13,Anthony Hamilton,ENG,u,6
2002,Semi-Finals,SF,33,Stephen Hendry,SCO,5,17,Ronnie O'Sullivan,ENG,1,13
2002,Semi-Finals,SF,33,Peter Ebdon,ENG,7,17,Matthew Stevens,WAL,6,16
2002,The Final,FIN,35,Peter Ebdon,ENG,7,18,Stephen Hendry,SCO,5,17
2003,First Round,1R,19,Peter Ebdon,ENG,1,10,Gerard Greene,NIR,u,3
2003,First Round,1R,19,Tony Drago,MLT,u,10,Joe Swail,NIR,16,8
2003,First Round,1R,19,Paul Hunter,ENG,9,10,Ali Carter,ENG,u,5
2003,First Round,1R,19,Matthew Stevens,WAL,8,10,Chris Small,SCO,u,3
2003,First Round,1R,19,Ken Doherty,IRL,5,10,Shaun Murphy,ENG,u,9
2003,First Round,1R,19,Graeme Dott,SCO,12,10,Robert Milkins,ENG,u,4
2003,First Round,1R,19,Sean Storey,ENG,u,10,Joe Perry,ENG,13,4
2003,First Round,1R,19,John Higgins,SCO,4,10,Ian McCulloch,ENG,u,7
2003,First Round,1R,19,Mark Williams,WAL,3,10,Stuart Pettman,ENG,u,2
2003,First Round,1R,19,Quinten Hann,AUS,14,10,John Parrott,ENG,u,5
2003,First Round,1R,19,Drew Henry,SCO,u,10,Mark King,ENG,11,5
2003,First Round,1R,19,Stephen Hendry,SCO,6,10,Gary Wilkinson,ENG,u,7
2003,First Round,1R,19,Stephen Lee,ENG,7,10,Steve Davis,ENG,u,6
2003,First Round,1R,19,Jimmy White,ENG,10,10,James Wattana,THA,u,6
2003,First Round,1R,19,Alan McManus,SCO,15,10,Nigel Bond,ENG,u,7
2003,First Round,1R,19,Marco Fu,HKG,u,10,Ronnie O'Sullivan,ENG,2,6
2003,Last 16,L16,25,Peter Ebdon,ENG,1,13,Tony Drago,MLT,u,5
2003,Last 16,L16,25,Paul Hunter,ENG,9,13,Matthew Stevens,WAL,8,6
2003,Last 16,L16,25,Ken Doherty,IRL,5,13,Graeme Dott,SCO,12,12
2003,Last 16,L16,25,John Higgins,SCO,4,13,Sean Storey,ENG,u,7
2003,Last 16,L16,25,Mark Williams,WAL,3,13,Quinten Hann,AUS,14,2
2003,Last 16,L16,25,Stephen Hendry,SCO,6,13,Drew Henry,SCO,u,10
2003,Last 16,L16,25,Stephen Lee,ENG,7,13,Jimmy White,ENG,10,11
2003,Last 16,L16,25,Marco Fu,HKG,u,13,Alan McManus,SCO,15,7
2003,Quarter-Finals,QF,25,Paul Hunter,ENG,9,13,Peter Ebdon,ENG,1,12
2003,Quarter-Finals,QF,25,Ken Doherty,IRL,5,13,John Higgins,SCO,4,8
2003,Quarter-Finals,QF,25,Mark Williams,WAL,3,13,Stephen Hendry,SCO,6,7
2003,Quarter-Finals,QF,25,Stephen Lee,ENG,7,13,Marco Fu,HKG,u,7
2003,Semi-Finals,SF,33,Ken Doherty,IRL,5,17,Paul Hunter,ENG,9,16
2003,Semi-Finals,SF,33,Mark Williams,WAL,3,17,Stephen Lee,ENG,7,8
2003,The Final,FIN,35,Mark Williams,WAL,3,18,Ken Doherty,IRL,5,16
2004,First Round,1R,19,Mark Williams,WAL,1,10,Dominic Dale,WAL,u,7
2004,First Round,1R,19,Joe Perry,ENG,16,10,Robert Milkins,ENG,u,7
2004,First Round,1R,19,Matthew Stevens,WAL,9,10,James Wattana,THA,u,7
2004,First Round,1R,19,Paul Hunter,ENG,8,10,John Parrott,ENG,u,7
2004,First Round,1R,19,Lee Walker,WAL,u,10,Stephen Lee,ENG,5,7
2004,First Round,1R,19,David Gray,ENG,12,10,Ali Carter,ENG,u,7
2004,First Round,1R,19,Graeme Dott,SCO,13,10,Mark King,ENG,u,9
2004,First Round,1R,19,John Higgins,SCO,4,10,Ryan Day,WAL,u,9
2004,First Round,1R,19,Ronnie O'Sullivan,ENG,3,10,Stephen Maguire,SCO,u,6
2004,First Round,1R,19,Andy Hicks,ENG,u,10,Quinten Hann,AUS,14,4
2004,First Round,1R,19,Anthony Hamilton,ENG,u,10,Steve Davis,ENG,11,7
2004,First Round,1R,19,Joe Swail,NIR,u,10,Ken Doherty,IRL,6,5
2004,First Round,1R,19,Ian McCulloch,ENG,u,10,Peter Ebdon,ENG,7,8
2004,First Round,1R,19,Alan McManus,SCO,10,10,Chris Small,SCO,u,1
2004,First Round,1R,19,Barry Pinches,ENG,u,10,Jimmy White,ENG,15,8
2004,First Round,1R,19,Stephen Hendry,SCO,2,10,Stuart Pettman,ENG,u,2
2004,Last 16,L16,25,Joe Perry,ENG,16,13,Mark Williams,WAL,1,11
2004,Last 16,L16,25,Matthew Stevens,WAL,9,13,Paul Hunter,ENG,8,12
2004,Last 16,L16,25,David Gray,ENG,12,13,Lee Walker,WAL,u,5
2004,Last 16,L16,25,Graeme Dott,SCO,13,13,John Higgins,SCO,4,10
2004,Last 16,L16,25,Ronnie O'Sullivan,ENG,3,13,Andy Hicks,ENG,u,11
2004,Last 16,L16,25,Anthony Hamilton,ENG,u,13,Joe Swail,NIR,u,11
2004,Last 16,L16,25,Ian McCulloch,ENG,u,13,Alan McManus,SCO,10,6
2004,Last 16,L16,25,Stephen Hendry,SCO,2,13,Barry Pinches,ENG,u,12
2004,Quarter-Finals,QF,25,Matthew Stevens,WAL,9,13,Joe Perry,ENG,16,10
2004,Quarter-Finals,QF,25,Graeme Dott,SCO,13,13,David Gray,ENG,12,7
2004,Quarter-Finals,QF,25,Ronnie O'Sullivan,ENG,3,13,Anthony Hamilton,ENG,u,3
2004,Quarter-Finals,QF,25,Stephen Hendry,SCO,2,13,Ian McCulloch,ENG,u,3
2004,Semi-Finals,SF,33,Graeme Dott,SCO,13,17,Matthew Stevens,WAL,9,15
2004,Semi-Finals,SF,33,Ronnie O'Sullivan,ENG,3,17,Stephen Hendry,SCO,2,4
2004,The Final,FIN,35,Ronnie O'Sullivan,ENG,3,18,Graeme Dott,SCO,13,8
2005,First Round,1R,19,Ronnie O'Sullivan,ENG,1,10,Stephen Maguire,SCO,u,9
2005,First Round,1R,19,Ali Carter,ENG,u,10,Marco Fu,HKG,16,4
2005,First Round,1R,19,Stephen Lee,ENG,9,10,Tony Drago,MLT,u,5
2005,First Round,1R,19,Peter Ebdon,ENG,8,10,Quinten Hann,AUS,u,2
2005,First Round,1R,19,John Higgins,SCO,5,10,Mark Selby,ENG,u,5
2005,First Round,1R,19,Shaun Murphy,ENG,u,10,Chris Small,SCO,12,5
2005,First Round,1R,19,Steve Davis,ENG,13,10,Gerard Greene,NIR,u,9
2005,First Round,1R,19,Michael Holt,ENG,u,10,Paul Hunter,ENG,4,8
2005,First Round,1R,19,Stephen Hendry,SCO,3,10,Neil Robertson,AUS,u,7
2005,First Round,1R,19,Anthony Hamilton,ENG,u,10,David Gray,ENG,14,8
2005,First Round,1R,19,Jimmy White,ENG,11,10,Fergal O'Brien,IRL,u,5
2005,First Round,1R,19,Matthew Stevens,WAL,6,10,Andy Hicks,ENG,u,5
2005,First Round,1R,19,Ken Doherty,IRL,7,10,Barry Pinches,ENG,u,5
2005,First Round,1R,19,Alan McManus,SCO,10,10,Drew Henry,SCO,u,9
2005,First Round,1R,19,Ian McCulloch,ENG,u,10,Graeme Dott,SCO,15,9
2005,First Round,1R,19,Mark Williams,WAL,2,10,Robert Milkins,ENG,u,1
2005,Last 16,L16,25,Ronnie O'Sullivan,ENG,1,13,Ali Carter,ENG,u,7
2005,Last 16,L16,25,Peter Ebdon,ENG,8,13,Stephen Lee,ENG,9,9
2005,Last 16,L16,25,Shaun Murphy,ENG,u,13,John Higgins,SCO,5,8
2005,Last 16,L16,25,Steve Davis,ENG,13,13,Michael Holt,ENG,u,10
2005,Last 16,L16,25,Stephen Hendry,SCO,3,13,Anthony Hamilton,ENG,u,3
2005,Last 16,L16,25,Matthew Stevens,WAL,6,13,Jimmy White,ENG,11,5
2005,Last 16,L16,25,Alan McManus,SCO,10,13,Ken Doherty,IRL,7,11
2005,Last 16,L16,25,Ian McCulloch,ENG,u,13,Mark Williams,WAL,2,12
2005,Quarter-Finals,QF,25,Peter Ebdon,ENG,8,13,Ronnie O'Sullivan,ENG,1,11
2005,Quarter-Finals,QF,25,Shaun Murphy,ENG,u,13,Steve Davis,ENG,13,4
2005,Quarter-Finals,QF,25,Matthew Stevens,WAL,6,13,Stephen Hendry,SCO,3,11
2005,Quarter-Finals,QF,25,Ian McCulloch,ENG,u,13,Alan McManus,SCO,10,8
2005,Semi-Finals,SF,33,Shaun Murphy,ENG,u,17,Peter Ebdon,ENG,8,12
2005,Semi-Finals,SF,33,Matthew Stevens,WAL,6,17,Ian McCulloch,ENG,u,14
2005,The Final,FIN,35,Shaun Murphy,ENG,u,18,Matthew Stevens,WAL,6,16
2006,First Round,1R,19,Shaun Murphy,ENG,1,10,James Wattana,THA,u,4
2006,First Round,1R,19,Steve Davis,ENG,16,10,Andy Hicks,ENG,u,4
2006,First Round,1R,19,David Gray,ENG,u,10,Jimmy White,ENG,9,5
2006,First Round,1R,19,Peter Ebdon,ENG,8,10,Michael Holt,ENG,u,8
2006,First Round,1R,19,Matthew Stevens,WAL,5,10,Joe Swail,NIR,u,5
2006,First Round,1R,19,Ken Doherty,IRL,12,10,Barry Hawkins,ENG,u,1
2006,First Round,1R,19,Marco Fu,HKG,u,10,Alan McManus,SCO,13,3
2006,First Round,1R,19,Stephen Maguire,SCO,4,10,Mark King,ENG,u,6
2006,First Round,1R,19,Nigel Bond,ENG,u,10,Stephen Hendry,SCO,3,9
2006,First Round,1R,19,Graeme Dott,SCO,14,10,John Parrott,ENG,u,3
2006,First Round,1R,19,Stephen Lee,ENG,11,10,Ali Carter,ENG,u,8
2006,First Round,1R,19,Neil Robertson,AUS,u,10,Paul Hunter,ENG,6,5
2006,First Round,1R,19,Mark Selby,ENG,u,10,John Higgins,SCO,7,4
2006,First Round,1R,19,Mark Williams,WAL,10,10,Anthony Hamilton,ENG,u,1
2006,First Round,1R,19,Ryan Day,WAL,u,10,Joe Perry,ENG,15,3
2006,First Round,1R,19,Ronnie O'Sullivan,ENG,2,10,Dave Harold,ENG,u,4
2006,Last 16,L16,25,Shaun Murphy,ENG,1,13,Steve Davis,ENG,16,7
2006,Last 16,L16,25,Peter Ebdon,ENG,8,13,David Gray,ENG,u,2
2006,Last 16,L16,25,Ken Doherty,IRL,12,13,Matthew Stevens,WAL,5,8
2006,Last 16,L16,25,Marco Fu,HKG,u,13,Stephen Maguire,SCO,4,4
2006,Last 16,L16,25,Graeme Dott,SCO,14,13,Nigel Bond,ENG,u,9
2006,Last 16,L16,25,Neil Robertson,AUS,u,13,Stephen Lee,ENG,11,9
2006,Last 16,L16,25,Mark Williams,WAL,10,13,Mark Selby,ENG,u,8
2006,Last 16,L16,25,Ronnie O'Sullivan,ENG,2,13,Ryan Day,WAL,u,10
2006,Quarter-Finals,QF,25,Peter Ebdon,ENG,8,13,Shaun Murphy,ENG,1,7
2006,Quarter-Finals,QF,25,Marco Fu,HKG,u,13,Ken Doherty,IRL,12,10
2006,Quarter-Finals,QF,25,Graeme Dott,SCO,14,13,Neil Robertson,AUS,u,12
2006,Quarter-Finals,QF,25,Ronnie O'Sullivan,ENG,2,13,Mark Williams,WAL,10,11
2006,Semi-Finals,SF,33,Peter Ebdon,ENG,8,17,Marco Fu,HKG,u,16
2006,Semi-Finals,SF,33,Graeme Dott,SCO,14,17,Ronnie O'Sullivan,ENG,2,11
2006,The Final,FIN,35,Graeme Dott,SCO,14,18,Peter Ebdon,ENG,8,14
2007,First Round,1R,19,Ian McCulloch,ENG,u,10,Graeme Dott,SCO,1,7
2007,First Round,1R,19,Anthony Hamilton,ENG,16,10,Marco Fu,HKG,u,3
2007,First Round,1R,19,Stephen Maguire,SCO,9,10,Joe Perry,ENG,u,3
2007,First Round,1R,19,Joe Swail,NIR,u,10,Mark Williams,WAL,8,9
2007,First Round,1R,19,John Higgins,SCO,5,10,Michael Holt,ENG,u,4
2007,First Round,1R,19,Fergal O'Brien,IRL,u,10,Barry Hawkins,ENG,12,9
2007,First Round,1R,19,Neil Robertson,AUS,13,10,Ryan Day,WAL,u,5
2007,First Round,1R,19,Ronnie O'Sullivan,ENG,4,10,Ding Junhui,CHN,u,2
2007,First Round,1R,19,Mark Allen,NIR,u,10,Ken Doherty,IRL,3,7
2007,First Round,1R,19,Matthew Stevens,WAL,14,10,Joe Delaney,IRL,u,2
2007,First Round,1R,19,John Parrott,ENG,u,10,Steve Davis,ENG,11,9
2007,First Round,1R,19,Shaun Murphy,ENG,6,10,Judd Trump,ENG,u,6
2007,First Round,1R,19,Peter Ebdon,ENG,7,10,Nigel Bond,ENG,u,7
2007,First Round,1R,19,Mark Selby,ENG,u,10,Stephen Lee,ENG,10,7
2007,First Round,1R,19,Ali Carter,ENG,15,10,Andy Hicks,ENG,u,4
2007,First Round,1R,19,Stephen Hendry,SCO,2,10,David Gilbert,ENG,u,7
2007,Last 16,L16,25,Anthony Hamilton,ENG,16,13,Ian McCulloch,ENG,u,8
2007,Last 16,L16,25,Stephen Maguire,SCO,9,13,Joe Swail,NIR,u,8
2007,Last 16,L16,25,John Higgins,SCO,5,13,Fergal O'Brien,IRL,u,4
2007,Last 16,L16,25,Ronnie O'Sullivan,ENG,4,13,Neil Robertson,AUS,13,10
2007,Last 16,L16,25,Matthew Stevens,WAL,14,13,Mark Allen,NIR,u,9
2007,Last 16,L16,25,Shaun Murphy,ENG,6,13,John Parrott,ENG,u,8
2007,Last 16,L16,25,Mark Selby,ENG,u,13,Peter Ebdon,ENG,7,8
2007,Last 16,L16,25,Ali Carter,ENG,15,13,Stephen Hendry,SCO,2,6
2007,Quarter-Finals,QF,25,Stephen Maguire,SCO,9,13,Anthony Hamilton,ENG,16,7
2007,Quarter-Finals,QF,25,John Higgins,SCO,5,13,Ronnie O'Sullivan,ENG,4,9
2007,Quarter-Finals,QF,25,Shaun Murphy,ENG,6,13,Matthew Stevens,WAL,14,12
2007,Quarter-Finals,QF,25,Mark Selby,ENG,u,13,Ali Carter,ENG,15,12
2007,Semi-Finals,SF,33,John Higgins,SCO,5,17,Stephen Maguire,SCO,9,15
2007,Semi-Finals,SF,33,Mark Selby,ENG,u,17,Shaun Murphy,ENG,6,16
2007,The Final,FIN,35,John Higgins,SCO,5,18,Mark Selby,ENG,u,13
2008,First Round,1R,19,John Higgins,SCO,1,10,Matthew Stevens,WAL,u,5
2008,First Round,1R,19,Ryan Day,WAL,16,10,Michael Judge,IRL,u,6
2008,First Round,1R,19,Ding Junhui,CHN,9,10,Marco Fu,HKG,u,9
2008,First Round,1R,19,Stephen Hendry,SCO,8,10,Mark Allen,NIR,u,9
2008,First Round,1R,19,Ronnie O'Sullivan,ENG,5,10,Liu Chang,CHN,u,5
2008,First Round,1R,19,Mark Williams,WAL,12,10,Mark Davis,ENG,u,3
2008,First Round,1R,19,Joe Swail,NIR,u,10,Stephen Lee,ENG,13,4
2008,First Round,1R,19,Liang Wenbo,CHN,u,10,Ken Doherty,IRL,4,5
2008,First Round,1R,19,Shaun Murphy,ENG,3,10,Dave Harold,ENG,u,3
2008,First Round,1R,19,Ali Carter,ENG,14,10,Barry Hawkins,ENG,u,9
2008,First Round,1R,19,Mark King,ENG,u,10,Mark Selby,ENG,11,8
2008,First Round,1R,19,Peter Ebdon,ENG,6,10,Jamie Cope,ENG,u,9
2008,First Round,1R,19,Neil Robertson,AUS,7,10,Nigel Bond,ENG,u,4
2008,First Round,1R,19,Stephen Maguire,SCO,10,10,Anthony Hamilton,ENG,u,3
2008,First Round,1R,19,Stuart Bingham,ENG,u,10,Steve Davis,ENG,15,8
2008,First Round,1R,19,Joe Perry,ENG,u,10,Graeme Dott,SCO,2,7
2008,Last 16,L16,25,Ryan Day,WAL,16,13,John Higgins,SCO,1,9
2008,Last 16,L16,25,Stephen Hendry,SCO,8,13,Ding Junhui,CHN,9,7
2008,Last 16,L16,25,Ronnie O'Sullivan,ENG,5,13,Mark Williams,WAL,12,7
2008,Last 16,L16,25,Liang Wenbo,CHN,u,13,Joe Swail,NIR,u,12
2008,Last 16,L16,25,Ali Carter,ENG,14,13,Shaun Murphy,ENG,3,4
2008,Last 16,L16,25,Peter Ebdon,ENG,6,13,Mark King,ENG,u,9
2008,Last 16,L16,25,Stephen Maguire,SCO,10,13,Neil Robertson,AUS,7,7
2008,Last 16,L16,25,Joe Perry,ENG,u,13,Stuart Bingham,ENG,u,9
2008,Quarter-Finals,QF,25,Stephen Hendry,SCO,8,13,Ryan Day,WAL,16,7
2008,Quarter-Finals,QF,25,Ronnie O'Sullivan,ENG,5,13,Liang Wenbo,CHN,u,7
2008,Quarter-Finals,QF,25,Ali Carter,ENG,14,13,Peter Ebdon,ENG,6,9
2008,Quarter-Finals,QF,25,Joe Perry,ENG,u,13,Stephen Maguire,SCO,10,12
2008,Semi-Finals,SF,33,Ronnie O'Sullivan,ENG,5,17,Stephen Hendry,SCO,8,6
2008,Semi-Finals,SF,33,Ali Carter,ENG,14,17,Joe Perry,ENG,u,15
2008,The Final,FIN,35,Ronnie O'Sullivan,ENG,5,18,Ali Carter,ENG,14,8
2009,First Round,1R,19,Ronnie O'Sullivan,ENG,1,10,Stuart Bingham,ENG,u,5
2009,First Round,1R,19,Mark Allen,NIR,16,10,Martin Gould,ENG,u,6
2009,First Round,1R,19,Nigel Bond,ENG,u,10,Peter Ebdon,ENG,9,5
2009,First Round,1R,19,Ryan Day,WAL,8,10,Stephen Lee,ENG,u,4
2009,First Round,1R,19,John Higgins,SCO,5,10,Michael Holt,ENG,u,5
2009,First Round,1R,19,Jamie Cope,ENG,u,10,Joe Perry,ENG,12,6
2009,First Round,1R,19,Graeme Dott,SCO,13,10,Barry Hawkins,ENG,u,8
2009,First Round,1R,19,Mark Selby,ENG,4,10,Ricky Walden,ENG,u,6
2009,First Round,1R,19,Shaun Murphy,ENG,3,10,Andrew Higginson,ENG,u,8
2009,First Round,1R,19,Marco Fu,HKG,14,10,Joe Swail,NIR,u,4
2009,First Round,1R,19,Ding Junhui,CHN,11,10,Liang Wenbo,CHN,u,8
2009,First Round,1R,19,Stephen Hendry,SCO,6,10,Mark Williams,WAL,u,7
2009,First Round,1R,19,Ali Carter,ENG,7,10,Gerard Greene,NIR,u,5
2009,First Round,1R,19,Neil Robertson,AUS,10,10,Steve Davis,ENG,u,2
2009,First Round,1R,19,Mark King,ENG,15,10,Rory McLeod,ENG,u,6
2009,First Round,1R,19,Stephen Maguire,SCO,2,10,Jamie Burnett,SCO,u,5
2009,Last 16,L16,25,Mark Allen,NIR,16,13,Ronnie O'Sullivan,ENG,1,11
2009,Last 16,L16,25,Ryan Day,WAL,8,13,Nigel Bond,ENG,u,5
2009,Last 16,L16,25,John Higgins,SCO,5,13,Jamie Cope,ENG,u,12
2009,Last 16,L16,25,Mark Selby,ENG,4,13,Graeme Dott,SCO,13,10
2009,Last 16,L16,25,Shaun Murphy,ENG,3,13,Marco Fu,HKG,14,3
2009,Last 16,L16,25,Stephen Hendry,SCO,6,13,Ding Junhui,CHN,11,10
2009,Last 16,L16,25,Neil Robertson,AUS,10,13,Ali Carter,ENG,7,8
2009,Last 16,L16,25,Stephen Maguire,SCO,2,13,Mark King,ENG,15,6
2009,Quarter-Finals,QF,25,Mark Allen,NIR,16,13,Ryan Day,WAL,8,11
2009,Quarter-Finals,QF,25,John Higgins,SCO,5,13,Mark Selby,ENG,4,12
2009,Quarter-Finals,QF,25,Shaun Murphy,ENG,3,13,Stephen Hendry,SCO,6,11
2009,Quarter-Finals,QF,25,Neil Robertson,AUS,10,13,Stephen Maguire,SCO,2,8
2009,Semi-Finals,SF,33,John Higgins,SCO,5,17,Mark Allen,NIR,16,13
2009,Semi-Finals,SF,33,Shaun Murphy,ENG,3,17,Neil Robertson,AUS,10,14
2009,The Final,FIN,35,John Higgins,SCO,5,18,Shaun Murphy,ENG,3,9
2010,First Round,1R,19,John Higgins,SCO,1,10,Barry Hawkins,ENG,u,6
2010,First Round,1R,19,Steve Davis,ENG,u,10,Mark King,ENG,16,9
2010,First Round,1R,19,Neil Robertson,AUS,9,10,Fergal O'Brien,IRL,u,5
2010,First Round,1R,19,Martin Gould,ENG,u,10,Marco Fu,HKG,8,9
